scraped_id,news_title,author,article,news_created,scrapped_at,image
10,"Banyak Diskon, Penyuka Buah Segar Keranjingan Belanja di Transmart",CNN Indonesia,"Transmart kembali menggelar Transmart Full Day Sale pada Minggu (19/1) yang menawarkan diskon besar-besaran untuk semua produknya. Diskon seharian ini pun disambut bahagia oleh pelanggan.
Uci (48), seorang ibu rumah tangga, mengaku senang dan bahagia berbelanja di Transmart, terutama setiap Minggu. Sebab, belanja kebutuhan sehari-hari jadi lebih hemat.

""Senang dan bahagia dong. Apalagi kan diskonnya banyak. Jadi budget belanja bulanan saya jadi hemat,"" ujarnya saat berbincang dengan CNNIndonesia.com di Transmart Cilandak, Jakarta Selatan.
Wanita kelahiran Jakarta ini mengaku rutin berbelanja di Transmart, bahkan hampir setiap akhir pekan. Selain banyak diskon, karena jarak dari rumahnya dekat.
""Saya sih hampir tiap minggu ya (belanja di Transmart). Dekat dari rumah juga jadi enggak perlu menghadapi macet,"" jelasnya.
Produk yang paling diincar oleh Uci adalah sayuran dan buah-buahan. Tak pernah absen dari keranjang belanjaannya.
""Sayur sama buah ya. Segar-segar sayurannya dan buah-buahnya murah. Paling suka beli jeruk Bali. Ini kesukaan suami saya, jadi paling sedikit beli 3 biji. Kalau sayuran jenisnya beda-beda tiap minggu tergantung mau masak apa,"" terangnya.
Namun, selain sayuran dan buah, ia pun mengaku pernah belanja elektronik di Transmart Full Day Sale, yakni TV dan dispenser.
""Waktu itu pernah beli dispenser dan tv. Suami saya lihat-lihat dan kebetulan butuh tv dan dispenser buat kado anak saya yang mau nikah. Eh, ternyata ada diskon besar-besaran jadi langsung beli,"" pungkasnya.",,2025-01-19,https://akcdn.detik.net.id/visual/2025/01/19/transmart-cilandak-jakarta-selatan-2_169.png?w=650&q=90
11,Starbucks PHK Karyawan Demi Pulihkan Keuangan,CNN Indonesia,"Starbucks akan putus hubungan kerja (PHK) karyawan sebagai bagian dari upaya pemulihan kinerja perusahaan.
CEO Brian Niccol mengatakan raksasa kopi asal Amerika Serikat (AS) mengatakan jumlah rinci karyawan yang terkena PHK akan diumumkan awal Maret.
Namun, pemangkasan ini tidak akan mempengaruhi tim di dalam toko perusahaan ataupun pada investasi yang dilakukan untuk mendukung jam operasional toko
Niccol yang baru menjabat bos Starbucks selama empat bulan ini telah menetapkan serangkaian langkah untuk meningkatkan bisnis rantai kopi tersebut. Penjualan Starbucks terpukul oleh meningkatnya persaingan dan melemahnya permintaan di AS dan Tiongkok.

""Ukuran dan struktur (perusahaan) dapat memperlambat kami, dengan terlalu banyak lapisan, manajer tim kecil dan peran yang difokuskan terutama pada koordinasi pekerjaan,"" kata Niccol dalam sebuah pernyataan dikutip Reuters.
Ia juga akan memeriksa jabatan, struktur, dan ukuran tim pendukung secara global.
Starbucks menangguhkan perkiraan keuangan 2025 pada Oktober. Selain itu, manajemen juga menyusun rencana untuk merombak lokasi-lokasinya di AS, menambahkan tempat duduk yang lebih nyaman, cangkir keramik, dan bar pembuatan kopi dengan waktu tunggu pelanggan kurang dari empat menit.",,2025-01-19,https://akcdn.detik.net.id/visual/2020/02/04/02f034e0-9bdf-4cc3-8bc0-085597f97af3_169.jpeg?w=650&q=90
12,"Israel Tunda Gencatan Senjata, Lanjut Bombardir Gaza",CNN Indonesia,"Israel menunda gencatan senjata dengan Hamas yang disepakati berlaku mulai hari ini, Minggu (19/1), kemudian lanjut memborbadir Jalur Gaza.
Keputusan penundaan dilakukan pada menit-menit terakhir gencatan senjata dimulai, atas perintah Perdana Menteri Benjamin Netanyahu.
Tim penyelamat pertahanan sipil Gaza mengatakan serangan Israel menewaskan delapan orang.
Berdasarkan pernyataan dari kantor Netanyahu, IDF diperintah tak memulai gencatan senjata hingga mereka menerima daftar nama-nama sandera yang akan dibebaskan.
Di sisi lain, Hamas menekankan sangat komit untuk menjalankan kesepakatan genjatan senjata. Namun, memang ada kesalahan teknis sedikit sehingga daftar nama tawanan yang akan dibebaskan terlambat diberikan.
""Keterlambatan dalam memberikan nama-nama mereka yang akan dibebaskan pada gelombang pertama adalah karena alasan teknis,"" kata Hamas, dikutip AFP.
Namun, Hamas menekankan akan memberikan daftar nama sandera yang akan dibebaskan secara bertahap setiap waktu.
Tayangan langsung AFPTV dari Gaza timur laut menunjukkan gumpalan asap abu-abu sekitar 30 menit setelah gencatan senjata mulai berlaku, dan kembali lagi sekitar 30 menit kemudian.

Juru bicara pertahanan sipil Mahmud Bassal mengatakan tiga orang tewas di Gaza utara dan lima orang di Gaza, sedangkan 25 orang terluka.
Dalam kesepakatan gencatan senjata, Israel dan Hamas sepakat untuk membebaskan tiga sandera Israel dari tahanan sebagai imbalan atas kelompok pertama tahanan Palestina.
Jika gencatan senjata berlanjut, total 33 sandera yang ditawan oleh militan selama serangan Hamas pada 7 Oktober 2023 terhadap Israel akan dikembalikan dari Gaza.
Berdasarkan kesepakatan itu pula, ratusan tahanan Palestina akan dibebaskan dari penjara Israel.",,2025-01-19,https://akcdn.detik.net.id/visual/2025/01/03/antre-makan-di-khan-younis-gaza-4_169.jpeg?w=650&q=90
13,"Wow, AC 1 PK Cuma Rp3 Jutaan di Transmart Full Day Sale Hari Ini",CNN Indonesia,"Lagi cari pendingin ruangan alias AC? Beli aja di Transmart Full Day Sale hari ini, Minggu (19/1). AC 1 PK cuma Rp3 jutaan di Transmart sudah termasuk bonus pipa dan pasang.
Ada AC Split 1 PK, harga diskon Rp3.299.200 dari harga normal Rp4.549.000 per unit. Diskonnya sampai Rp1.249.800. Harga ini berlaku di Pulau Jawa, Bali, dan Lampung.

Untuk pembeli di luar Pulau Jawa, Bali, dan Lampung juga ada diskon! AC Split 1 PK, harga diskon Rp3.399.200 dari harga normal Rp4.649.000 per unit. Diskonnya sampai Rp1.249.800.
Produk AC yang diskon ini tersedia dalam berbagai merek ternama, mulai dari LG, Polytron, Panasonic, Sony, Sharp, sampai Samsung. Lengkap banget kan pilihannya.
Penawaran harga spesial ini bisa didapatkan dengan pembelian barang elektronik menggunakan Allo Prime, Bank Mega, atau Bank Mega Syariah dengan maksimal pembelian 2 pcs per kategori. Jadi pastikan punya salah satu bank yang direkomendasikan, ya.
Belum punya salah satu bank yang direkomendasikan? Tinggal unduh Allo Bank di hp melalui App Store atau Google Play Store. Lalu, upgrade akunnya ke Allo Prime supaya bisa mengklaim diskon di Transmart Full Day Sale.
Bisa juga mengajukan pembukaan kartu kredit Bank Mega atau Bank Mega Syariah secara instan di setiap booth yang ada di gerai Transmart.
Transmart Full Day Sale berlangsung dari jam toko buka hingga tutup pukul 22.00 waktu setempat di seluruh gerai Transmart se-Indonesia.
Daripada menyesal karena melewatkan promo ini, langsung aja merapat ke Transmart terdekat sekarang juga dan bawa pulang AC-nya!",,2025-01-19,https://akcdn.detik.net.id/visual/2023/08/15/ac-di-transmart-depok-cuma-rp3-jutaan_169.jpeg?w=650&q=90
14,Khabib Nurmagomedov Gagal Menang Sempurna di UFC 311,CNN Indonesia,"Khabib Nurmagomedov gagal menorehkan kesempurnaan dalam ajang mixed martial arts UFC 311 di Intuit Dome, Inglewood, California, AS, Minggu (19/1) siang waktu Indonesia.
Legenda tarung campuran asal Dagestan itu tak lagi bertarung di dalam octagon. Setelah pensiun pada 2020, Khabib aktif sebagai pelatih.
Pada UFC 311, ada tiga anak asuh Khabib yang bertarung yakni Tagir Ulanbekov, Umar Nurmagomedov, dan Islam Makhachev.
Ulanbekov menjadi anak didik Khabib yang pertama tampil di UFC 311. Petarung kelas terbang itu menang angka mutlak atas Clayton Carpenter dalam laga pembuka.
Selanjutnya, petarung asuhan Khabib yang tampil di UFC 311 adalah Umar. Sepupu Khabib tersebut menjadi penantang dari pemegang sabuk kelas bantam Merab Dvalishvili. Sempat tampil apik dalam dua ronde awal, Umar kewalahan dalam tiga ronde terakhir. Umar pun kalah.
Kekalahan dari Dvalishvili menjadi kekalahan pertama dalam catatan pertarungan Umar di level profesional.


Yang terakhir tampil adalah Makhachev. Semula sang juara kelas ringan itu dijadwalkan menghadapi sang penantang Arman Tsarukyan, namun petarung asal Georgia itu mengalami cedera dan mundur dari octagon.
Sebagai gantinya, muncul Renato Moicano yang merupakan petarung peringkat 10 di kelas ringan. Makhachev sempat terjatuh ketika menghadapi Moicano, namun petarung 33 tahun itu kemudian bisa menuntaskan duel dengan melakukan kuncian pada menit terakhir ronde pertama.
Ketiga petarung itu merupakan rekan sekaligus saudara Khabib yang turut pula menjadi lawan tanding ketika sosok berjuluk The Eagle itu masih aktif sebagai petarung.
Setelah pensiun, Khabib pun meneruskan jejak almarhum sang ayah Abdulmanap Nurmagomedov dengan menjadi pelatih dan mengasuh junior-juniornya tersebut.
Sebelum UFC 311, Khabib menyatakan bakal pensiun sebagai pelatih seandainya Makhachev dan kawan-kawan tidak lagi bertarung.

[Gambas:Video CNN]",,2025-01-19,https://akcdn.detik.net.id/visual/2022/10/23/islam-makhachev-dan-khabib-nurmagomedov-di-ufc-280-4_169.jpeg?w=650&q=90
15,VIDEO: Warga Gaza Pindah Ke Utara Meski Gencatan Belum Dimulai,CNN Indonesia,"Warga Palestina berbondong-bondong kembali ke Gaza utara pada Minggu (19/1) meskipun gencatan senjata belum dimulai.
Perdana Menteri Israel, Benjamin Netanyahu, mengatakan bahwa gencatan senjata tidak akan dimulai hingga Hamas memberikan daftar sandera yang akan dibebaskan.
Pengumuman ini disampaikan satu jam sebelum batas waktu gencatan senjata.
Hamas sendiri menegaskan komitmennya terhadap kesepakatan gencatan senjata dan menyebut ""alasan teknis di lapangan"" sebagai penyebab tertundanya pemberian nama-nama sandera.",,2025-01-19,https://akcdn.detik.net.id/visual/2025/01/19/thumbnail-video-5_169.jpeg?w=350&q=90
16,"Resmi Diblokir, TikTok Menghilang dari AppStore dan PlayStore di AS",CNN Indonesia,"Aplikasi TikTok berhenti berfungsi di Amerika Serikat pada Sabtu malam waktu setempat. Aplikasi tersebut juga kini telah menghilang dari layanan AppStore dan PlayStore.
TikTok, yang dimiliki oleh perusahaan asal China ByteDance, telah memberi tahu pengguna bahwa sekitar pukul 10.45 malam waktu setempat aplikasi tersebut akan tak lagi berfungsi.
""Undang-undang yang melarang TikTok telah diberlakukan di AS. Itu berarti Anda tidak dapat menggunakannya untuk saat ini,"" ujar TikTok dalam keterangannya, melansir Reuters.
Aplikasi lain yang dimiliki ByteDance, termasuk Capcut dan Lemon8, juga tak lagi tersedia di AppStore dan GooglePlay.
Tak jelas apakah pengguna AS masih dapat mengakses aplikasi tersebut atau tidak. Namun yang jelas, aplikasi itu tak lagi berfungsi bagi banyak pengguna yang berusaha mengaksesnya melalui aplikasi web.

Namun demikian, Presiden AS terpilih Donald Trump mengatakan bahwa pihaknya bakal memberikan penangguhan larangan selama 90 hari setelah ia menjabat pada Senin mendatang.
""Perpanjangan 90 hari adalah sesuatu yang kemungkinan besar akan dilakukan, karena itu tepat. Saya mungkin akan mengumumkannya pada Senin,"" ujar Trump.
Hal ini pun menjadi angin segar bagi TikTok.
""Kami beruntung bahwa Presiden Trump telah memberi kode bahwa ia bakal bekerja sama dengan kami untuk menemukan solusi guna mengaktifkan kembali TikTok setelah ia menjabat,"" ujar TikTok.
Pemblokiran ini dilangsungkan setelah Mahkamah Agung AS pada Jumat (17/1) menolak banding yang diajukan TikTok. MA memutuskan melarang platform tersebut di negeri Uwak Sam.
Putusan ini mempertimbangkan masalah keamanan nasional sebagaimana yang disoroti oleh kongres. AS menduga, pemerintah China menggunakan TikTok untuk memata-matai warga AS atau diam-diam memengaruhi publik dengan konten-konten tertentu.
Kekhawatiran itu beralasan. Pasalnya, undang-undang keamanan China mengharuskan TikTok bekerja sama dalam pengumpulan informasi intelijen.",,2025-01-19,https://akcdn.detik.net.id/visual/2021/07/23/ilustrasi-aplikasi-tiktok-8_169.jpeg?w=650&q=90
17,Asisten Kluivert Pantau Aksi Gemilang Eliano Reijnders Saat Bantai PSV,CNN Indonesia,"Asisten pelatih Timnas Indonesia Denny Landzaat memantau aksi pemain naturalisasi Eliano Reijnders di Liga Belanda atau Eredivisie saat mengalahkan PSV di Stadion Mac Park, Sabtu (18/1).
Hal itu diketahui dari postingan Landzaat di Instagram story pribadinya yang memposting foto berpose bersama Eliano Reijnders dan foto pertandingan PEC Zwolle vs PSV di Liga Belanda.
Dalam pertandingan itu PEC Zwolle menang 3-1 atas pemuncak klasemen Liga Belanda PSV.
Tiga gol Zwolle dicetak Filip Krastev pada menit kedua dan 38, serta gol yang disumbangkan Dylan Vente pada menit ke-90+4.
Kemudian gol semata wayang PSV dicetak Bakayoko pada menit ke-25. Kemenangan ini membuat Zwolle naik ke posisi ke-13 klasemen Eredivisie dengan mengemas 20 poin dari 19 pertandingan yang dijalani.
Sedangkan PSV tetap berada di puncak klasemen Liga Belanda dengan mengoleksi 46 poin dari 19 pertandingan yang dijalani.
Sementara itu, Eliano Reijnders mendapatkan kepercayaan sebagai starter dan bermain penuh di posisi bek kanan PEC Zwolle.
Eliano Reijnders tampil bagus dalam pertandingan ini dengan kuat dalam bertahan, serta aktif dalam membantu serangan.
Namun Eliano sempat melakukan pelanggaran di kotak penalti saat berusaha melakukan sapuan. Untungnya, penalti yang dieksekusi Luuk De Jong gagal menjadi gol setelah tembakannya melenceng.

[Gambas:Video CNN]",,2025-01-19,https://akcdn.detik.net.id/visual/2024/10/21/soccer_169.png?w=650&q=90
18,KKP soal Ancaman Digugat Kasus Pagar Laut Bekasi: Kami Jaga Lingkungan,CNN Indonesia,"Menteri Kelautan dan Perikanan Sakti Wahyu Trenggono (KKP) merespons rencana PT. Tunas Ruang Pelabuhan Nusantara (TRPN) melaporkan KKP ke DPR soal penyegelan pagar laut di Bekasi.
Menteri Trenggono menegaskan tidak mempermasalahkan hal itu. Menurut dia langkah PT TRPN tersebut karena pemahaman hukum berbeda.
""Enggak apa-apa, enggak masalah, itu haknya juga. Pemahaman hukumnya kan macam-macam, tidak masalah tapi yang pasti kami berdua (dengan Menteri Lingkungan Hidup) menjaga lingkungan,"" kata dia usai Rapat Koordinasi Penanganan Sampah Laut di Pulau Bali, Jimbaran, Kabupaten Badung, Bali, Minggu (19/1).
Ia meminta media mengawal kasus pemasangan pagar laut di Bekasi yang sudah disegel. Perusahaan yang memasang pagar laut juga sudah mengaku.
""Itu sudah ada perusahaannya, terus kemudian kita segel, kita hentikan dan itu luasnya tiga ribuan hektare yang di Bekasi, sebelahnya PLN, dia langsung melakukan pengerukan-pengerukan dan kemudian (memasang) sama bambu juga,"" imbuhnya.
Ia juga bicara soal pernyataan perusahaan yang mengaku sudah mengantongi izin dari Dinas Kelautan dan Perikanan (DKP) Jawa Barat. Trenggono menegaskan bahwa pemanfaatan laut harus ada izin dari pemerintah pusat.
""Iya tidak bisa, aturan Undang-undang Cipta Kerja itu menyatakan harus dari pemerintah pusat untuk kegiatan kesesuaian laut. Harus pemerintah pusat karena ada unsur tadi, lingkungan dan lain sebagainya, itu harus,"" ungkapnya.
Pihaknya juga akan memanggil pihak DKP Jawa Barat untuk menyelidiki izin pemasangan pagar laut di Bekasi. Jika ditemukan unsur lain akan diserahkan kepada pihak yang berwenang.
Di sisi lain Trenggono berkata KKP tidak akan memanggil perusahaan pemasang pagar laut di Bekasi. Perusahaan akan langsung dikenakan sanksi administratif berupa denda dan kewajiban mengembalikan lingkungan laut yang dipagari tersebut seperti semula.
""Langsung kenakan sanksi administratif seusai kewenangan Undang-undang administratif, didenda dan harus dikembalikan (lingkungannya),"" ujarnya.
Sebelumnya, PT Tunas Ruang Pelabuhan Nusantara (TRPN) melalui kuasa hukumnya Deolipa Yumara menyampaikan rencana untuk melaporkan KKP ke DPR jika permasalahan penyegelan pagar laut di Bekasi tidak segera diselesaikan.
""Iya (akan dilaporkan ke DPR), nanti kalau enggak selesai urusan. Karena kan (perusahaan) rugi soalnya. Tapi kelihatannya (seharusnya) selesai urusannya,"" ujar Deolipa, Jumat (17/1).

Menurut Deolipa, kasus ini muncul akibat kurangnya koordinasi antara KKP dan Dinas Kelautan dan Perikanan (DKP) Jawa Barat, meskipun keduanya berada dalam satu institusi pemerintahan.
Deolipa menjelaskan bahwa pagar laut tersebut merupakan bagian dari proyek pemerintah. Proyek itu berupa pendalaman alur laut yang dikerjakan oleh PT TRPN selaku kontraktor, atas permintaan DKP Jawa Barat.
Menurutnya, proyek tersebut bertujuan untuk memperdalam alur laut guna mempermudah akses kapal-kapal besar, termasuk kapal nelayan, sekaligus mendukung pembangunan pelabuhan dan fasilitas perikanan di wilayah Jawa Barat.
Namun, proyek tersebut dihentikan karena penyegelan oleh KKP. Deolipa menyebut penyegelan tidak terkoordinasi dengan DKP.
""Proyek ini sebenarnya adalah proyek pemerintah sendiri, bukan proyek swasta. DKP meminta TRPN untuk mengerjakan pendalaman alur laut agar kapal-kapal nelayan besar bisa masuk, demi mendukung keberadaan pelabuhan dan tempat pelelangan ikan. Tapi, justru disegel oleh KKP karena karena perizinannya belum selesai,"" ujar Deolipa.",,2025-01-19,https://akcdn.detik.net.id/visual/2022/06/15/raker-menteri-kkp-dengan-komisi-iv-1_169.jpeg?w=650&q=90
19,Fakta-fakta Pembongkaran Pagar Laut Misterius di Tangerang,CNN Indonesia,"TNI Angkatan Laut bersama nelayan membongkar pagar laut misterius sepanjang 30,16 kilometer (km) di Kabupaten Tangerang, Banten, Sabtu (18/1) kemarin.
Pembongkaran pagar laut misterius ini dipimpin langsung Komandan Pangkalan Utama AL (Danlantamal) III Jakarta Brigjen (Mar) Harry Indarto.
""Pagi ini kami bersinergi bersama warga sekitar akan melaksanakan pembongkaran pagar laut yang selama ini mungkin sudah viral,"" kata Harry di Tanjung Pasir, Tangerang.
Harry menerangkan, pembongkaran pagar laut ini merupakan tindak lanjut dari perintah Presiden Prabowo Subianto.
Kementerian KKP sebelumnya juga sudah menyegel pagar laut itu pada Kamis (9/1).

Direktur Jenderal Pengawasan Sumber Daya Kelautan dan Perikanan (PSDKP) KKP Pung Nugroho Saksono menyebut, penyegelan dilakukan karena pemasangan pagar laut itu diduga tak berizin dasar KKPRL.
Berikut fakta-fakta pembongkaran pagar laut di Tangerang.
Kepala Dinas Penerangan TNI Angkatan Laut (Kadispenal) Laksamana Pertama I Made Wira Hady menarget, pembongkaran pagar laut misterius di Kabupaten Tangerang rampung paling cepat dalam 10 hari.
Wira menyampaikan, cuaca dan gelombang merupakan salah satu faktor kendala dalam proses pembongkaran ini.
""Targetnya itu paling cepat 10 hari, 10 hari bukan dua bulan. Paling cepat ya, dengan cuaca tapi,"" kata Wira kepada wartawan, Sabtu (18/1).
Selain itu, faktor kedalaman laut juga membuat kapal TNI AL tak bisa merapat ke lokasi. Sebab, perairan di lokasi pemasangan pagar itu terbilang dangkal.
Wira menyebut, kendala lainnya terkait pagar bambu tersebut sudah terpasang cukup lama dan tingginya ada yang mencapai 2 meter.
""Kami ada sarana di sini, tapi tidak bisa masuk. Ada dua tugboat, ada rib, ada sekoci karet, kami bawa kemari. Tapi karena kondisinya sangat dangkal, yang bisa masuk cuma kapal nelayan, sama sea rider, rif, dan perahu karet,"" ucapnya.

[Gambas:Video CNN]

Sejumlah pasukan khusus TNI AL di antaranya dari Dinas Penyelamatan Bawah Air (Dislambair), Komando Pasukan Katak (Kopaska), hingga Marinir terjun membongkar pagar laut tersebut.
Danlantamal III Jakarta Brigjen (Mar) Harry Indarto mengatakan, pelibatan Dislambair ini dilakukan guna mengetahui kedalaman patok-patok pagar bambu yang sudah tertanam di dasar laut.
Selain pasukan khusus, sejumlah kapal milik TNI AL juga dikerahkan dalam kegiatan pembongkaran ini. Di antaranya tugboat, kapal searider, hingga satuan kapal patroli (satrol).
""Kita perlu mengetahui kedalaman patok-patok yang sudah tertanam dan sudah berapa lama. Dari masukan-masukan itu nanti baru kita bisa berbuat apa yang mesti kita laksanakan,"" kata dia kepada wartawan di salah satu titik lokasi pagar laut misterius.

Kementerian Kelautan dan Perikanan (KKP) memastikan penyidikan pagar ini akan tetap berlanjut.
Staf Khusus Menteri KKP Doni Ismanto mengatakan, akan bekerja sama dengan aparat penegak hukum untuk memastikan akuntabilitas dan transparansi dalam penyelesaian kasus.
Ia juga menyampaikan KKP berkomitmen memastikan semua yang berkaitan dengan pengelolaan dan perlindungan ruang laut dilakukan sesuai koridor hukum.
Doni mengatakan, saat ini status pagar laut itu disegel oleh KKP sebagai barang bukti dalam proses penyidikan untuk pengungkapan pihak yang bertanggung jawab.",,2025-01-19,https://akcdn.detik.net.id/visual/2025/01/18/tni-al-dan-nelayan-bongkar-pagar-laut-di-tangerang-5_169.jpeg?w=650&q=90
20,Link Live Streaming Borneo vs Arema FC,CNN Indonesia,"Pertandingan Borneo FC vs Arema FC menjadi salah satu laga Liga 1 yang digelar di Stadion Batakan, Balikpapan, Kalimantan Timur, pada Minggu (19/1) sore. Berikut link live streaming Borneo FC vs Arema FC.
Borneo sedang berupaya bangkit dari tren buruk. Setelah empat kekalahan beruntun, dari Persebaya, Persik, Buriram, dan Semen Padang, Skuad Pesut Etam akan berupaya menyudahi puasa memetik tiga poin.
Pelatih baru Borneo Joaquin Gomez belum bisa mendampingi tim karena masih menunggu proses verifikasi dari PSSI, namun Stefano Lilipaly dan kawan-kawan optimistis bisa meraih hasil positif.

""Kami sudah menjalankan beberapa taktik bersama pelatih baru dan para pemain merespon dengan sangat positif. Kami optimistis bisa meraih hasil maksimal,"" ujar asisten pelatih Borneo FC Demerson Bruno Costa.
""Kami berharap proses ini segera selesai agar pelatih bisa bergabung untuk memberi motivasi langsung kepada tim,"" terangnya dilansir dari situs resmi Liga 1.
Link live streaming Borneo FC vs Arema FC bisa ditonton melalui layanan Vidio.com pada Minggu (19/1) pukul 15.30 WIB. Sementara menurut jadwal stasiun televisi penyiar Liga 1, pertandingan Borneo FC vs Arema FC tidak disiarkan secara langsung.


Harapan Borneo bangkit direspons Arema dengan kesiapan meraih kemenangan. Pelatih Singo Edan Ze Gomes menegaskan anak asuhnya datang ke Balikpapan untuk kembali meraih kemenangan setelah kalah dari Dewa United dalam laga pertama tahun ini.
""Ini kesempatan bagi kami untuk bangkit dan meraih hasil lebih baik. Saya yakin pemain akan memberikan respons bagus di lapangan. Borneo FC adalah tim berkualitas, apalagi dengan pelatih baru mereka. Namun, Arema FC tetaplah tim besar,"" tutur Gomes.
""Kami harus memastikan lini depan dan belakang kami solid agar bisa meraih kemenangan. Kami lebih fokus terhadap apa yang bisa kami lakukan di pertandingan. Kami akan berkonsentrasi untuk memberikan hasil terbaik,"" tukasnya dilansir dari situs resmi Liga Indonesia Baru.
Stadion Batakan, Balikpapan, Kalimantan Timur / Minggu (19/1) pukul 15.30 WIB / Vidio.com

[Gambas:Video CNN]",,2025-01-19,https://akcdn.detik.net.id/visual/2025/01/14/borneo-fc-vs-semen-padang_169.jpeg?w=650&q=90
21,Sepeda Listrik Turun Harga Jutaan Rupiah di Transmart Full Day Sale,CNN Indonesia,"Kabar gembira, Transmart Full Day Sale balik lagi dengan diskon gede-gedeannya hari ini (19/1). Diskon seharian berlaku untuk sepeda listrik yang turun harga jutaan rupiah.
Sepeda listrik dari harga normal Rp6.450.000 diskon jadi Rp3.680.000 per unit khusus di Transmart Pulau Jawa. Anda hemat hingga Rp2,7 juta.
Sementara di luar Pulau Jawa, diskon yang sama berlaku dari harga normal Rp6.750.000 menjadi Rp3.920.000 per unit. Anda hemat hingga Rp2,8 juta.

Selain sepeda listrik, aneka sepeda juga didiskon selama gelaran ini. Diskon sepeda hingga 60% + 20% dari harga normal mulai Rp1.499.000 jadi mulai Rp1.039.200 per unit.
Agar pelanggan bisa mendapat diskon tambahan 20 persen tersebut, cukup berbelanja minimal Rp300 ribu dan pembayaran menggunakan Kartu Kredit Bank Mega, Bank Mega Syariah, atau Allo Prime dari Allo Bank.
Bagi yang belum memiliki kartu kredit Bank Mega tak perlu khawatir. Bisa segera datang ke kantor cabang Bank Mega terdekat atau ke unit pembukaan instan yang tersedia di gerai Transmart.
Jika belum punya Allo Prime, caranya gampang banget. Tinggal download saja aplikasi Allo Bank yang tersedia di PlayStore atau AppStore, lalu upgrade akunnya ke Allo Prime.
Ingat ya, serbu Transmart Full Day Sale hari ini dan borong belanjaan sebanyak-banyaknya di toko terdekat. Diskon besar-besaran ini cuma berlaku satu hari, dimulai dari jam buka toko hingga pukul 22.00 waktu setempat.
Jangan lupa bayar belanjaannya pakai Bank Mega atau Allo Bank supaya bisa menikmati beragam kemudahan serta promo diskon menarik.",,2025-01-19,https://akcdn.detik.net.id/visual/2024/07/07/transmart-full-day-sale-di-transmart-kota-kasablanka-2_169.jpeg?w=650&q=90
22,Jadwal Siaran Langsung Liga 1 Persija vs Persita di JIS,CNN Indonesia,"Pertandingan Persija Jakarta vs Persita Tangerang dalam Liga 1 2024/2025 di Jakarta International Stadium (JIS) bisa ditonton lewat siaran langsung. Berikut jadwal siaran langsung Persija vs Persita.
Persija vs Persita akan digelar di JIS pada Minggu (19/1) malam pukul 19.00 WIB.
Pertandingan Persija vs Persita bisa disaksikan secara langsung di Indosiar. Selain itu laga Persija vs Persita juga dapat ditonton melalui live streaming di Vidio.com.
Persija saat ini berada di posisi ketiga klasemen Liga 1 dengan mengemas 34 poin dari 18 pertandingan yang dilakoni.
Jika menang atas Persita, Persija Jakarta akan naik ke posisi kedua klasemen menggeser Persebaya Surabaya dan menempel Persib Bandung yang kini berada di puncak klasemen Liga 1.
Sementara Persita saat ini berada di posisi ketujuh klasemen Liga 1 dengan mengemas 30 poin dari 18 pertandingan yang dilakoni.
Jika menang dari Persija, Persita akan naik ke peringkat keempat klasemen dan akan menempel tim Macan Kemayoran di posisi ketiga.
Selain laga Persija vs Persita, Liga 1 hari ini juga akan menyajikan pertandingan Borneo FC vs Arema FC yang akan digelar di Stadion Batakan, Minggu (19/1) pukul 15.30 WIB.
Kemudian ada juga pertandingan Persik Kediri vs PSS Sleman yang akan digelar di Stadion Brawijaya Kediri, Minggu (19/1) pukul 15.30 WIB.
15.30 WIB Borneo FC vs Arema FC (Vidio)15.30 WIB Persik vs PSS (Indosiar)19.00 WIB Persija vs Persita (Indosiar)

[Gambas:Video CNN]",,2025-01-19,https://akcdn.detik.net.id/visual/2023/12/04/persija-bermain-imbang-lawan-persita_169.jpeg?w=650&q=90
