scraped_id,news_title,author,article,news_created,scrapped_at,image
23,"TNI AL Tunda Bongkar Pagar Laut Tangerang, Klaim Evaluasi Alat",CNN Indonesia,"TNI Angkatan Laut (AL) menunda proses pembongkaran pagar laut misterius yang berada di perairan Tangerang, Banten, pada Minggu (19/1).
Kabar penundaan itu disampaikan langsung oleh Kepala Staf Angkatan Laut (KSAL) Laksamana Muhammad Ali. Ia beralasan hal itu dilakukan lantaran sedang dilakukan evaluasi terkait alat yang digunakan dalam proses pembongkaran pagar laut.
""Akan dilakukan (pembongkaran) namun dievaluasi dulu kira-kira alat apa yang sebaiknya digunakan, yang lebih praktis, mengingat perairannya cukup dangkal,"" ujarnya lewat pesan singkat.
Kendati demikian, Ali tidak membeberkan lebih jauh kapan pembongkaran akan kembali dilanjutkan. Ia mengatakan saat ini pihaknya tengah melakukan koordinasi dengan seluruh stakeholder holder terkait lainnya.
""Kita tunggu hasil rapat dengan semua stakeholder kemaritiman,"" ungkapnya.

Sebelumnya Pangkalan Utama TNI AL (Lantamal) III Jakarta bersama warga sekitar mulai membongkar pagar laut misterius di perairan Tangerang, Banten pada Sabtu (18/1).
Kepala Dinas Penerangan TNI Angkatan Laut (Kadispenal) Laksamana Pertama I Made Wira Hady menarget pembongkaran pagar laut misterius di Kabupaten Tangerang rampung paling cepat dalam 10 hari.
Sejumlah pasukan khusus TNI AL di antaranya dari Dinas Penyelamatan Bawah Air (Dislambair), Komando Pasukan Katak (Kopaska) hingga Marinir terjun membongkar pagar laut tersebut.
Selain pasukan khusus, sejumlah kapal milik TNI AL juga dikerahkan dalam kegiatan pembongkaran ini. Di antaranya tugboat, kapal searider, hingga satuan kapal patroli (satrol).
Sementara itu Menteri Kelautan dan Perikanan (KKP) Sakti Wahyu Trenggono menyayangkan adanya pembongkaran pagar laut yang dilakukan TNI AL.
Ia menilai seharusnya pagar laut misterius itu tidak serta merta dibongkar untuk memudahkan proses penyelidikan untuk mengetahui siapa pemiliknya.
""Kalau dibongkar gimana, nggak ada yang ngaku kan repot. Dan kamu (media) ngejar saya lagi, nanya siapa yang punya,"" tuturnya.
KKP juga menyayangkan pembongkaran pagar laut misterius di Tangerang oleh TNI Angkatan Laut pada Sabtu (18/1) kemarin. KKP merasa pembongkaran pagar laut itu dilakukan tanpa berkoordinasi dengan mereka.
""Kami menyayangkan pembongkaran pagar laut tersebut dilakukan tanpa koordinasi dengan KKP,"" kata Stafsus Menteri Kelautan dan Perikanan Doni Ismanto Darwin dalam keterangannya, Minggu (19/1).",,2025-01-19,
24,"Hamas Tak Serahkan Daftar Sandera, Israel Kembali Bombardir Gaza",CNN Indonesia,"Militer Israel kembali memborbardir Jalur Gaza, Palestina, Minggu (19/1). Serangan ini dilakukan di waktu seharusnya gencatan senjata antara Israel dan Hamas berlangsung.
Juru bicara Pasukan Pertahanan Israel (IDF) Daniel Hagari mengatakan, serangan dilanjutkan karena milisi Hamas tidak memenuhi kewajibannya.
""Sampai pagi ini, Hamas tidak memenuhi kewajibannya, dan bertentangan dengan kesepakatan, Hamas belum menyerahkan nama-nama sandera yang akan dibebaskan hari ini,"" kata Hagari, seperti dikutip Al Jazeera.
Hagari menegaskan, sesuai perintah Perdana Menteri Israel Benjamin Netanyahu, pihaknya tak akan memulai gencatan senjata.
""Sesuai arahan perdana menteri, gencatan senjata tidak akan berlaku selama Hamas tidak memenuhi kewajibannya. [Militer Israel] kini lanjut menyerang Gaza, selama Hamas tidak memenuhi kewajibannya terhadap kesepakatan tersebut,"" ucap Hagari.

Serangan udara dan artileri dilaporkan kembali terjadi di Gaza utara dan tengah.
Israel kembali memberondong Khan Younis, Nuseirat, dan Kota Gaza, hingga menewaskan setidaknya tiga warga Palestina. Beberapa wilayah lain di Gaza juga dilaporkan telah kembali diserang intens Israel.
Hamas hingga kini belum menyerahkan daftar nama sandera yang akan mereka bebaskan dari Gaza. Melalui Telegram, Hamas beralasan ada masalah teknis yang dialami mereka.
Perlu diketahui, Hamas memang tidak menggunakan alat-alat komunikasi konvensional, terutama di dalam Gaza.
Situasi perang dengan drone dan jet tempur Israel terus menghujani kawasan itu tak bisa memberi mereka leluasa untuk mengakses alat komunikasi yang mudah terlacak. Hal ini kemungkinan yang dimaksud dengan 'masalah teknis di lapangan'.
Berdasarkan perjanjian, Hamas seharusnya menyerahkan nama-nama tawanan yang akan dibebaskan 24 jam sebelum gencatan berlaku. Namun, hingga waktu ini, belum ada daftar nama yang diserahkan kelompok milisi tersebut.
Kendati demikian, Hamas telah menegaskan pihaknya tetap berkomitmen melakukan gencatan senjata sesuai kesepakatan.
Dengan kondisi saat ini, gencatan senjata Hamas-Israel pun berpotensi tertunda.",,2025-01-19,https://akcdn.detik.net.id/visual/2024/11/28/militer-israel-patroli-perbatasan-pada-hari-pertama-gencatan-senjata-3_169.jpeg?w=650&q=90
25,Bea Cukai Buka Suara soal Viral Petugas Disogok WNA China Rp500 Ribu,CNN Indonesia,"Direktorat Jenderal Bea dan Cukai (DJBC) Kementerian Keuangan (Kemenkeu) buka suara terkait viral video di media sosial yang menunjukkan Warga Negara Asing (WNA) asal China menyogok petugas di bandara agar masuk jalur hijau.
Direktur Komunikasi dan Bimbingan Pengguna Jasa DJBC Kemenkeu Nirwala Dwi Heryanto mengatakan masih mendalami terkait video tersebut. Namun, ia menduga petugas yang disogok bukan pegawainya berdasarkan seragam yang dikenakan.
""Terkait tayangan di video tersebut maka perlu disampaikan bahwa petugas yg ditayangkan tersebut bukan seragam petugas Bea dan Cukai,"" ujar Nirwala kepada CNNIndonesia.com, Minggu (19/1).
Selain itu, lokasi pengambilan video di Bandara Soekarno-Hatta tersebut bukan di area yang menjadi kewenangan dan pengawasan Bea dan Cukai.

""Bahwa wilayah kerja yg ditayangkan juga bukan wilayah kerja Bea dan Cukai,"" imbuhnya.
Selain itu, Nirwala menekankan dalam menetapkan jalur atas barang bawaan penumpang, ditentukan menggunakan manajemen risiko berdasarkan Customs Declaration yang diisi secara elektronik. Sehingga tak memungkinkan bisa dilakukan secara manual.
""Jadi penentuan jalurnya berlangsung by sistem,"" tegasnya.
Sebelumnya, video viral di sosial media menunjukkan itu menunjukkan WNA China menyelipkan uang Rp500 ribu di paspor. Tujuannya agar mendapatkan jalur hijau atau tidak perlu pemeriksaan di bandara saat tiba di Indonesia.
Jalur hijau di bandara adalah suatu proses pelayanan dan pengawasan pengeluaran barang impor yang tidak dilakukan penelitian dokumen dan pemeriksaan fisik sebelum diberikan Surat Persetujuan Pengeluaran Barang (SPPB).
[Gambas:Video CNN]",,2025-01-19,https://akcdn.detik.net.id/visual/2022/02/21/ilustrasi-korupsi_169.jpeg?w=650&q=90
26,"Menteri KKP soal Pagar Laut: Kalau Dibongkar, Tak Ada yang Ngaku Repot",CNN Indonesia,"Menteri Kelautan dan Perikanan Sakti Wahyu Trenggono (KKP) menyatakan pagar laut di pesisir Kabupaten Tangerang telah disegel. Namun menurutnya pagar laut misterius itu jangan dibongkar agar memudahkan penyelidikan dan mengetahui siapa pemiliknya.
""Kalau dibongkar gimana, enggak ada yang ngaku kan repot. Dan kamu (media) ngejar saya lagi, nanya siapa yang punya,"" kata Trenggono, saat ditemui usai Rapat Koordinasi Penanganan Sampah Laut di Pulau Bali, di Jimbaran, Kabupaten Badung, Bali, Minggu (19/1).
Kendati demikian, pihaknya akan berkoordinasi dengan pihak TNI AL agar pagar laut itu tidak dibongkar karena untuk saat ini belum seluruhnya dibongkar atau dicabut.
""Sekarang belum semuanya (dibongkar). Habis ini, saya akan berkoordinasi ke beliau menurut kami sebaiknya barang bukti yang sedang dalam penyelidikan, iya jangan dibongkar, iya kan nanti itu kan ada arus dan lain sebagainya nanti terdampak,"" imbuhnya.

Pihaknya juga belum mengetahui, siapa dalang pemasangan pagar bambu tersebut. Namun, pihaknya telah melakukan pemanggilan kepada pihak-pihak yang mengetahui pagar laut tersebut salah satunya ialah Kelompok Nelayan Pesisir Utara, tetapi mereka belum juga datang.
""Kita sedang melakukan pemanggilan-pemanggilan. Seperti kemarin ada yang mengatakan Kelompok Nelayan Pesisir Utara itu. Kita panggil sudah beberapa kali kita panggil belum datang. Kita minta bantuan kepolisian juga untuk kemudian bisa mendatangkan,"" jelasnya.
Ia juga menyebutkan, karena yang paling penting harus diketahui membuat pagar laut itu untuk apa karena itu akan berdampak kepada ekologi di laut tersebut.
""Karena pertama ini menjadi penting karena mereka membuat itu untuk apa?. Karena kalau kami dari sisi teknis kalau kemudian keilmuan lingkungannya kita ke lingkungan hidup (LH). Tapi yang pasti kalau itu dilakukan seperti itu pasti akan ada dampak secara ekologi akan berdampak. Ini juga bersama dengan LH kita kaji. Tapi yang paling penting siapa yang melakukan itu dan untuk kepentingan apa,"" ujarnya.

Sebelumnya, TNI Angkatan Laut bersama dengan nelayan membongkar pagar laut misterius sepanjang 30,16 km di Kabupaten Tangerang, Banten, Sabtu (18/1).
Pembongkaran pagar laut misterius ini dipimpin langsung oleh Komandan Pangkalan Utama AL (Danlantamal) III Jakarta Brigadir Jenderal (Mar) Harry Indarto.
""Pagi ini kami bersinergi bersama warga sekitar akan melaksanakan pembongkaran pagar laut yang selama ini mungkin sudah viral,"" kata Harry kepada wartawan di Tanjung Pasir, Tangerang.
""Khususnya untuk hari ini, kurang lebih kami mengerahkan sekitar 600 lebih nanti mungkin bisa bertambah, karena menunggu masyarakat maupun nelayan yang baru kembali untuk mencari ikan,"" imbuhnya.",,2025-01-19,https://akcdn.detik.net.id/visual/2022/06/15/raker-menteri-kkp-dengan-komisi-iv-2_169.jpeg?w=650&q=90
27,Dedi Mulyadi Janji Jalan Tambang Parung Panjang Rampung 2026,CNN Indonesia,"Gubernur Jawa Barat terpilih Dedi Mulyadi berjanji jalan tambang Parung Panjang rampung pada 2026.
Ia menyatakan hal tersebut ketika bertemu dengan Bupati Bogor Rudy Susmanto dan Wakil Bupati Bogor Ade Ruhandi.
""Jalan tambang 2026 selesai. Siap 2026 selesai. Saya yang tanggung jawab,"" kata Dedi kepada kepala daerah Kabupaten Bogor, dalam video yang diunggah di akun Instagramnya, Sabtu (18/1) kemarin.
Rudy meminta Dedi bersalaman ketika ia mengucapkan janji itu. Rudy pun menyatakan, pemerintah Kabupaten Bogor siap menyukseskan pembangunan tersebut dengan dukungan APBD.
""Kami dari pemerintah Kabupaten Bogor, dari sisi kebijakan, dari sisi dukungan anggaran APBD Kabupaten Bogor siap mensukseskan,"" kata Rudy.

Dedi dan Rudy membahas persoalan jalan tambang yang tak kunjung usai di Kabupaten Bogor. Menurut Rudy, masalah ini merupakan isu krusial.
Dedi lantas meminta penjelasan Rudy dan Ade mengenai pembangunan jalan tambang itu.
""Pemerintah provinsi diharapkan memfasilitasi investor, mempermudah kewajiban perizinan-perizinan, tapi ternyata sampai hari ini perizinan belum selesai,"" kata Ade.
Ade mengatakan, dari pihak investor sudah ada yang melakukan pembebasan lahan, pengeluaran DP, hingga pembayaran menuju pelunasan.
""Semua sudah selesai itu tanah. Sudah ditinjau, belum ada kegiatan apa-apa baru ditinjau, terus beres perizinan tinggal membangun komunikasi dengan pemerintah pusat,"" ucap Ade.
Ade menilai, masalah yang ada kini yaitu perlunya penguatan kerja sama antara Gubernur Jawa Barat, Provinsi Banten, dan DKI Jakarta.
Mendengar itu, Dedi tak mau ambil pusing. Ia lantas menyatakan bahwa pembangunan jalan tambang selesai 2026 mendatang.
Masalah Parung Panjang telah lama menyedot perhatian publik. Pasalnya, truk-truk tambang yang melintasi jalan telah membuat kemacetan di sana hingga mengganggu aktivitas warga.
Bukan cuma kemacetan yang menjadi biang masalah, tetapi juga jalan yang rusak akibat dilintasi kendaraan berbobot berat. Kecelakaan maut menjadi lazim terjadi dan membuat kawasan itu begitu rawan.",,2025-01-19,https://akcdn.detik.net.id/visual/2024/08/27/dedi-mulyadi-erwan-setiawan-mendaftar-ke-kpu-jawa-barat-2_169.jpeg?w=650&q=90
28,"Viral WN China Sogok Petugas Imigrasi Soetta, Menteri Agus Buka Suara",CNN Indonesia,"Menteri Imigrasi dan Pemasyarakatan Agus Andrianto buka suara terkait aksi Warga Negara (WN) China yang mengaku menyogok petugas imigrasi di Bandara Soekarno-Hatta.
Aksi WN Cina itu viral di akun media sosial TikTok. Dalam unggahan itu terlihat seorang WN Cina menyelipkan uang sejumlah Rp 500 ribu di dalam paspornya dengan maksud mempermudah proses masuk ke Indonesia.
Agus mengatakan saat ini pihaknya sudah menyelidiki dugaan suap yang dilakukan oleh petugas tersebut. Ia memastikan bakal menindak tegas jajarannya apabila memang ditemukan bukti pelanggaran.
""Sedang kita cari dan klarifikasi, kalau benar pegawai ya pasti kita tindak,"" ujarnya saat dikonfirmasi lewat pesan singkat, Minggu (19/1).

Di sisi lain, Agus mengatakan pihaknya juga akan mencari sosok WN Cina yang ada dalam video tersebut. Ia mengaku akan menerbitkan surat penangkalan dan mendeportasi yang bersangkutan ke negaranya.
""Akan kami deportasi dan tangkal. Saat ini kami Cekal di semua TPI (Tempat Pemeriksaan Imigrasi) agar kita bisa klarifikasi kebenaran unggahan yang bersangkutan,"" jelasnya.
Agus menyebut proses klarifikasi tersebut akan dilakukan lantaran pihaknya mencurigai WN Cina itu mempunyai motif lain dengan mengunggah videonya ke sosial media.
""Kepada yang bersangkutan saya lihat motifnya memang mempermalukan. Kita tidak kasih tolerir penyimpangan pegawai namun juga kami tidak rela bangsa ini dipermalukan (membaca niat pelaku),"" pungkasnya.


[Gambas:Instagram]",,2025-01-19,https://akcdn.detik.net.id/visual/2022/02/21/ilustrasi-korupsi-1_169.jpeg?w=650&q=90
29,Kata-kata Islam Makhachev Usai Menang di UFC 311,CNN Indonesia,"Islam Makhachev mengatakan siapapun yang menginginkan sabuk juara ini datanglah. Hal ini diungkapkan usai menang di UFC 311.
Murid Khabib Nurmagomedov itu berhasil mempertahankan gelar juara kelas ringan UFC pada UFC 311 usai menang submission atas petarung asal Brasil Renato Moicano di ronder pertama dalam pertarungan yang digelar di Intuit Dome, Inglewood, California, AS, Minggu (19/1) siang waktu Indonesia.Usai pertandingan, Islam Makhachev mengatakan dirinya selalu suka memiliki sabuk juara.

""Saya selalu mencari penyelesaian. Saya tidak hanya bicara. Jika lawan memberi saya peluang kecil, saya akan menutup malam ini. Bagi saya tidak masalah siapa yang bisa mencetak 155? Cukup melangkah ke ring dan berdiri di depan saya,"" kata Islam Makhachev dikutip dari Nine.com.
""Saya suka sabuk ini. Jika ada yang menginginkan sabuk ini, datangkan ke rumah,"" ucap Islam Makhachev menambahkan.
Di awal ronde pertama, Moicano langsung menerapkan permainan agresif dengan memulai melancarkan tendangan serta pukulan.
Sementara Makhachev lebih memilih bermain sabar sembari mencari celah untuk melepaskan serangan melalui tendangan ke arah wajah.
Saat ronde pertama menyisakan dua menit, Makhachev melakukan serangan mengejutkan dan membanting Moicano untuk pertarungan bawah.
Makhachev terus mencoba mengunci Moicano agar bermain di bawah. Hingga akhirnya satu menit menjelang ronde pertama berakhir, Moicano menyerah dengan menepuk lengan Makhachev setelah mendapat kuncian d'arce choke, yang membuatnya kalah.
Islam Makhachev akhirnya menang submission atas Moicano di ronde pertama. Kemenangan ini membuat Islam Makhachev sukses mempertahankan gelar juara kelas ringan UFC.

[Gambas:Video CNN]",,2025-01-19,https://akcdn.detik.net.id/visual/2025/01/19/spo-mar-mma-ufc-311-makhachev-vs-moicano-2_169.jpeg?w=650&q=90
30,Smart TV 65 Inci Turun Harga sampai Rp3 Jutaan di Transmart,CNN Indonesia,"Kabar gembira buat pelanggan setia Transmart yang lagi cari Smart TV ukuran besar. Soalnya Transmart Full Day Sale balik lagi hari ini, Minggu (19/1) dengan diskon gede-gedean untuk aneka elektronik seperti smart TV.
Ada LED TV ukuran 65 inci UHD Smart, harga diskon mulai Rp6.959.200 dari harga normal mulai Rp10.419.000 per unit. Enggak tanggung-tanggung, diskon alias turun harganya sampai Rp3.459.800.

Selain ukuran 65 inci, ada juga diskon buat LED TV 50 inci UHD Smart! Harga diskon mulai Rp3.999.200 dari harga normal mulai Rp6.049.000 per unit. Diskon sampai Rp2.189.400.
Produk LED TV yang diskon ini tersedia dalam berbagai merek ternama, mulai dari LG, Polytron, Panasonic, Sony, Sharp, sampai Samsung. Lengkap banget pilihannya!
Biar bisa mendapatkan harga spesial tersebut, caranya cukup bertransaksi menggunakan Allo Bank atau kartu kredit Bank Mega dan Bank Mega Syariah dengan maksimal pembelian 2 pcs per kategori.
Kalau belum memiliki Allo Prime, bisa unduh aplikasi Allo Bank melalui hp di App Store atau Google Play Store. Kemudian upgrade akun terdaftarnya ke Allo Prime.
Untuk kartu kredit Bank Mega atau Bank Mega Syariah bisa mengajukan pembukaan secara instan di setiap gerai sehingga pelanggan bisa langsung menggunakan limit kartunya untuk belanja.
Catat waktunya, ya! Transmart Full Day Sale berlangsung mulai jam toko buka sampai tutup pukul 22.00 waktu setempat di seluruh gerai se-Indonesia.
Yuk manfaatkan kesempatan ini untuk belanja ke Transmart terdekat sekarang juga dan bawa pulang Smart TV impian yang lagi diskon gede-gedean! Kapan lagi diskonnya sampai Rp3 jutaan!",,2025-01-19,https://akcdn.detik.net.id/visual/2024/04/07/transmart-full-day-sale-di-transmart-kota-kasablanka_169.jpeg?w=650&q=90
31,"Pengguna Super Apps BRImo Tembus 38,61 Juta, Terbesar di Indonesia",CNN Indonesia,"PT Bank Rakyat Indonesia (Persero) Tbk atau BRI terus menunjukkan komitmennya dalam mengembangkan inovasi digital melalui BRImo, superapps yang menjadi andalan masyarakat untuk kebutuhan layanan keuangan.
Dirancang untuk memberikan kemudahan akses, efisiensi, dan keamanan, BRImo menawarkan berbagai fitur unggulan yang mampu mendukung aktivitas keuangan harian nasabah, mulai dari transaksi pembayaran hingga layanan investasi.
Hingga akhir Desember 2024 jumlah pengguna superapps BRImo telah mencapai 38,61 juta, atau tumbuh sebesar 22,12% dibandingkan tahun sebelumnya.
Total transaksi yang diproses melalui superapps BRImo mencapai 4,34 miliar transaksi, meningkat sebanyak 40,54% secara year-on-year (YoY). Dari sisi nilai, transaksi melalui superapps BRImo tercatat sebesar Rp5.596 triliun atau naik 34,57% YoY.
Sementara itu BRImo memberikan kontribusi fee-based income dari sebesar Rp2,97 triliun atau tumbuh sebesar 22,19% yoy. Capaian ini menunjukkan keberhasilan BRI dalam mengoptimalkan ekosistem digital untuk memperkuat diversifikasi pendapatan berbasis jasa.
BRImo terus memperkuat posisinya sebagai platform perbankan digital unggulan dengan berbagai fitur inovatif yang membedakannya dari bank lain.
Beberapa keunggulan BRImo antara lain tabungan emas, BRImo widget, layanan pengaduan dalam aplikasi (Complain in Apps), VoIP (Voice over Internet Protocol) yang memudahkan nasabah menghubungi call center tanpa menggunakan pulsa, serta pengaturan limit transaksi sesuai kebutuhan nasabah.
Selain itu, BRImo juga menawarkan fitur pencarian lokasi merchant via Sabrina Chat, belanja kebutuhan harian dengan pengiriman langsung ke lokasi, pembelian tiket transportasi dari bus hingga pesawat, order pengiriman barang, pembayaran parkir, QRIS Transfer, tarik tunai di AgenBRILink, transfer internasional ke lebih dari 120 negara, konversi mata uang, serta informasi portofolio investasi nasabah.
Direktur Retail Funding & Distribution BRI Andrijanto menegaskan, superapps BRImo merupakan wujud transformasi digital BRI yang berorientasi pada kebutuhan masyarakat modern.
""Transformasi digital di BRI tidak hanya tentang teknologi, tetapi juga tentang bagaimana BRI menghadirkan layanan yang lebih relevan, mudah diakses, dan inovatif bagi masyarakat,"" kata Adrijanto dikutip Minggu (19/1).
""BRImo adalah contoh nyata dari upaya BRI untuk memperkuat retail banking dengan solusi yang efisien dan aman, sekaligus mendekatkan layanan keuangan kepada nasabah secara lebih inklusif,"" ujarnya.
Adapun BRImo telah mendapatkan pengakuan luas sebagai aplikasi mobile banking terbaik di Indonesia dengan skor 4,7 di platform Android (Google Play Store) dan iOS (App Store).
Pencapaian ini menegaskan posisi BRImo sebagai aplikasi yang menggabungkan keandalan, inovasi, dan pengalaman pengguna terbaik, sekaligus memperkuat kepercayaan masyarakat terhadap layanan digital BRI.
""Pada tahun 2025, pengembangan BRImo difokuskan pada penyediaan layanan yang semakin inovatif dan relevan bagi nasabah, termasuk kemudahan akses investasi, pemanfaatan Artificial Intelligent dan data analytics untuk simplifikasi transaksi, serta integrasi gaya hidup dan keuangan melalui fitur-fitur yang memberi pengalaman bertransaksi lebih menarik,"" ujar Andrijanto.",,2025-01-19,https://akcdn.detik.net.id/visual/2025/01/19/bri-7_169.jpeg?w=650&q=90
32,Hamas Ungkap Alasan Belum Berikan Daftar Sandera ke Israel,CNN Indonesia,"Kelompok milisi Hamas Palestina mengaku mengalami masalah teknis sehingga daftar nama sandera yang harus diserahkan ke Israel belum bisa dikirimkan.
Perdana Menteri Israel Benjamin Netanyahu sebelumnya mengancam tak akan memulai gencatan senjata pada pukul 08.30 pagi waktu setempat (13.30 WIB) jika pihaknya tak kunjung menerima daftar nama sandera yang akan dibebaskan Hamas.

""[Ada] masalah teknis di lapangan,"" demikian pernyataan Hamas, seperti dikutip Al Jazeera.
Hamas menegaskan pihaknya tetap berkomitmen melakukan gencatan senjata sesuai kesepakatan.
Hamas dan Israel sepakat gencatan senjata yang rencananya dimulai pada hari ini pukul 08.30 waktu setempat (13.30 WIB).
Gencatan senjata itu terbagi dalam tiga fase. Fase pertama berlangsung selama 42 hari. Ratusan tahanan Palestina akan dilepaskan dari penjara Israel dalam tahap ini. Total 33 sandera di Gaza juga akan dibebaskan oleh Hamas.

Pada fase pertama, Israel dan Hamas juga harus menghentikan serangan dan mengizinkan pengiriman lebih banyak bantuan kemanusiaan ke Gaza.
Fase kedua mendorong agar gencatan senjata menjadi permanen. Pada tahap ini, para sandera yang masih hidup akan dibebaskan. Sebagai imbalan, ratusan tahanan Palestina di Israel akan dilepas. Fase itu juga mencakup penarikan penuh pasukan Israel dari Gaza.
Fase ketiga akan dimulai jika kedua fase awal terlaksana. Fase ini akan memulangkan jenazah dan sisa-sisa tubuh sandera serta mengimplementasikan rencana rekonstruksi Gaza.",,2025-01-19,https://akcdn.detik.net.id/visual/2024/07/23/tentara-israel-kembali-usir-paksa-warga-gaza-dari-khan-younis-6_169.jpeg?w=650&q=90
33,Marulina Dewi Minta ASN DKI Layani Publik dengan Semangat Kasih,CNN Indonesia,"Pemerintah Provinsi (Pemprov) DKI Jakarta menggelar perayaan Natal 2024 yang bertema ""Marilah Sekarang Kita ke Betlehem"" dengan subtema ""Jati Diri Indonesia Mewujudkan Jakarta yang Global"", Jumat (17/1).
Kepala Kerja Sama Pemprov Jakarta sekaligus Ketua Panitia Natal 2024, Marulina Dewi menjelaskan, tema tersebut mengandung makna refleksi atas nilai kasih kebersamaan dalam keberagaman Kota Jakarta yang heterogen.
Adapun nomenklatur perayaan ini, adalah ""Aktualisasi Nilai-nilai Natal"".
""Maka harapannya acara ini mampu membawa semua peserta yang hadir hari ini agar mampu mengimplementasikan nilai-nilai Natal dalam kehidupan kita sehari-hari di kota kita, Kota Jakarta dan dalam tugas pengabdian serta pelayanan kepada masyarakat,"" kata Dewi di Hall Ecovention Ancol, Jakarta Utara.
Perayaan Natal itu dihadiri oleh sekitar 6 ribu Aparatur Sipil Negara (ASN) yang berprofesi sebagai guru, perawat, hingga dokter pegawai di dinas, biro dan badan yang melayani Kota Jakarta beserta keluarga BUMD serta DPRD DKI Jakarta.
Lebih lanjut Dewi berharap, perayaan Natal 2024 dapat memotivasi para ASN DKI untuk menjadi pribadi yang lebih baik, khususnya dalam melayani publik.
""Khusus ASN Pemprov DKI Jakarta, diharapkan semangat Natal ini menjadi satu proses guna membentuk aparatur negara yang berkualitas, penuh loyalitas, jujur dan disiplin, mempunyai mindset yang teruji dan berjiwa melayani,"" ujarnya.
Senada, Penjabat (Pj) Gubernur DKI Jakarta, Teguh Setyabudi juga berharap agar program-program di bidang keagamaan dan spiritual dapat dimaksimalkan. Sehingga, hubungan harmonis antar umat beragama di Kota Jakarta dapat diwujudkan.
""Untuk ASN diharapkan terus bersinergi dengan berbagai stakeholder maupun elemen-elemen masyarakat lainnya dalam mengaktualisasikan kasih dalam wujud kepedulian terhadap sesama menjaga kerukunan persatuan dan kesatuan dalam upaya pembangunan kita,"" pungkasnya.",,2025-01-19,https://akcdn.detik.net.id/visual/2025/01/19/arsip-pemrov-jakarta_169.jpeg?w=650&q=90
34,"Tren Star Bathing, Wisata 'Bermandikan Bintang' yang Menenangkan",CNN Indonesia,"Ramainya minat wisatawan pada wellness tourism (wisata kesehatan) dan keinginan untuk melakukan healing, muncul sebuah fenomena wisata baru yang menjadi tren, yaitu star bathing.
Seperti namanya, tren ini merupakan sebuah kegiatan wisata menikmati keindahan bintang-bintang pada malam hari. Wisatawan ibaratnya ""bermandikan bintang"", memandangi langit malam dengan penuh perasaan kagum hingga menghasilkan rasa tenang.
Tren ini terbukti bermanfaat bagi kesehatan. Penelitian menjelaskan bahwa memandangi langit malam yang penuh bintang dapat memicu perasaan bahagia yang mendalam.
Kegiatan ini bisa menjadi momen merenung bagi manusia untuk memahami dan mengagumi betapa besar dunia dan seisinya. Perasaan-perasaan seperti ini seringkali muncul ketika kita sedang berada di alam terbuka.
Faktanya, sebanyak 5 dari 10 penggemar astronomi memilih star bathing sebagai aktivitas utama yang mereka lakukan ketika sedang berlibur.

Sebelum tren ini muncul ke permukaan, sebenarnya sudah ada tren lain yang serupa, yakni stargazing. Meski star bathing merupakan bagian dari aktivitas stargazing, sebenarnya kedua hal ini memiliki fokus yang berbeda.
Melansir situs resmi Kemenpar RI, stargazing adalah aktivitas yang umumnya merujuk pada identifikasi bintang atau disebut juga sebagai astrophotography, sedangkan star bathing menawarkan momen kontemplatif yang baru dan unik bagi wisatawan.
Di samping faktor meningkatnya kesadaran akan kesehatan mental pasca-pandemi, wisatawan juga berbondong-bondong melakukan wisata star bathing sebagai pelarian dari rutinitas yang sibuk dan keadaan kota yang bising.
Star bathing memiliki manfaat relaksasi, layaknya forest bathing, memberikan kita jeda untuk merenungi sesuatu yang jauh lebih besar dari diri kita sendiri dan alam semesta. Oleh karena itu, wisatawan dapat merasakan manfaat bagi fisik dan mengurangi stres hingga kecemasan.
Wisatawan yang melakukan aktivitas bathing juga dapat memperoleh kualitas tidur yang lebih baik, meningkatkan kreativitas dan fokus, berkoneksi lebih kuat dengan alam, serta meningkatkan kesejahteraan mental secara signifikan.
Dengan popularitas star bathing yang semakin meningkat, beberapa rekomendasi spot aktivitas star bathing pun bertebaran di jagat maya. Gurun Atacama di Cile dan Yeongyang Firefly Eco Park di Korea Selatan adalah segelintir contoh spot star bathing yang menawarkan pengalaman unik.
Bahkan Yeongyang Firefly Eco Park yang terletak sekitar 175 mil dari Ibukota Negeri Ginseng adalah taman pertama di Asia yang ditetapkan sebagai Silver-tier International Dark Sky Park oleh The International Dark-Sky Association, menjadikannya tempat populer untuk star bathing.
Ditinjau dari dampaknya, star bathing tidak hanya mampu memberikan manfaat bagi fisik dan psikis wisatawan, melainkan juga dapat memberdayakan perekonomian lokal khususnya di wilayah pedesaan.
Melalui daya tarik utama keindahan langit malam yang bertabur bintang, kawasan pedesaan dapat menjadi destinasi wisata baru yang nantinya membuka lapangan pekerjaan baru, mencegah migrasi penduduk, dan mempromosikan budaya lokal.
Terdapat rekomendasi spot star bathing lainnya yang bisa kamu sambangi di Indonesia, di antaranya adalah Dataran Tinggi Dieng, Wonosobo; Ranu Kumbolo Gunung Semeru, Jawa Timur; Desa Wae Rebo, Nusa Tenggara Timur; Pulau Kepa, Alor; Danau Segara Anak, Gunung Rinjani; Taman Nasional Gunung Pangrango, Jawa Barat; hingga Raja Ampat, Papua.",,2025-01-19,https://akcdn.detik.net.id/visual/2015/03/05/ce27db0f-b298-4a15-8d6f-231df4910ed6_169.jpg?w=650&q=80
